100000046,云烟（软如意）,10000,国产香烟,6901028310611,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000047,黄山（硬一品）,10100,滞销烟,6901028208802,包,20支,5.5,575004,浙江省烟草公司绍兴分公司,是
100000048,银大红鹰(硬)20支,10000,国产香烟,6901028119641,包,20支,17.5,575004,浙江省烟草公司绍兴分公司,是
100000049,白沙(红和)香烟20支,10100,滞销烟,6901028192309,包,20支,11,575004,浙江省烟草公司绍兴分公司,是
100000050,红塔山(硬经典100)香烟20支,10100,滞销烟,6901028315425,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000051,小中华（硬/5支装）,10000,国产香烟,6901028076067,包,5支,11,575004,浙江省烟草公司绍兴分公司,是
100000052,大红鹰（精品）,10000,国产香烟,6901028119160,包,20支,21,575004,浙江省烟草公司绍兴分公司,是
100000053,全软牡丹香烟20支,10000,国产香烟,6901028075862,盒,20支,13,575004,浙江省烟草公司绍兴分公司,是
100000054,娇子(硬阳光),10000,国产香烟,6901028024990,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000055,七匹狼(软灰)20支,10100,滞销烟,6901028138505,盒,20支,21,575004,浙江省烟草公司绍兴分公司,是
100000056,云烟(印象)20支,10100,滞销烟,6901028310437,盒,20支,65,575004,浙江省烟草公司绍兴分公司,是
100000057,玉溪(硬和谐)20支,10100,滞销烟,6901028314442,包,20支,42,575004,浙江省烟草公司绍兴分公司,是
100000059,红金龙(硬火之舞),10000,国产香烟,6901028180177,包,20支,99,575004,浙江省烟草公司绍兴分公司,是
100000061,红塔山(软经典)香烟20支,10000,国产香烟,6901028315005,包,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000062,红金龙(软红九州腾龙),10100,滞销烟,6901028180399,包,20支,5.5,575004,浙江省烟草公司绍兴分公司,是
100000063,黄果树(佳品),10100,滞销烟,6901028036955,包,20支,5.5,575004,浙江省烟草公司绍兴分公司,是
100000065,哈德门(精品),10000,国产香烟,6901028149358,包,20支,4.5,575004,浙江省烟草公司绍兴分公司,是
100000067,红梅(软黄),10100,滞销烟,6901028048125,包,20支,4.5,575004,浙江省烟草公司绍兴分公司,是
100000069,红金龙(硬红之彩),10000,国产香烟,6901028180498,包,20支,3.5,575004,浙江省烟草公司绍兴分公司,是
100000070,雄狮(硬),10100,滞销烟,6901028207874,包,20支,3.5,575004,浙江省烟草公司绍兴分公司,是
100000071,红梅(软顺)香烟20支,10000,国产香烟,6901028315098,包,20支,3,575004,浙江省烟草公司绍兴分公司,是
100000072,雄狮(红),10100,滞销烟,6901028345934,包,20支,2.5,575004,浙江省烟草公司绍兴分公司,是
100000073,大前门(软)香烟20支,10000,国产香烟,6901028075916,包,20支,6,575004,浙江省烟草公司绍兴分公司,是
100000074,五一(精品),10000,国产香烟,6901028119771,个,20支?,10.5,575004,浙江省烟草公司绍兴分公司,是
100000075,红杉树（软五星）,10000,国产香烟,6901028303552,包,20支,21,575004,浙江省烟草公司绍兴分公司,是
100000076,金桥(英伦奶香),10000,国产香烟,6901028141284,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000078,南京(佳品)香烟20支,10100,滞销烟,6901028300070,盒,20支,15,575004,浙江省烟草公司绍兴分公司,是
100000079,云烟（软珍品ZJ）,10100,滞销烟,6901028046640,包,20支?,28,575004,浙江省烟草公司绍兴分公司,是
100000081,贵烟（多彩）,10100,滞销烟,6901028037921,包,20支,11,575004,浙江省烟草公司绍兴分公司,是
100000082,白鲨（和特制）,10000,国产香烟,,包,,10.5,575004,浙江省烟草公司绍兴分公司,是
100000091,红双喜(武汉),10000,国产香烟,6901028179799,包,20支?,3,575004,浙江省烟草公司绍兴分公司,是
100000093,黄鹤楼(硬论道),10100,滞销烟,6901028185424,包,20支,32,575004,浙江省烟草公司绍兴分公司,是
100000095,双喜(硬世纪经典)香烟20支,10100,滞销烟,6901028000932,包,20支,23,575004,浙江省烟草公司绍兴分公司,是
100000097,真龙(娇子),10000,国产香烟,6901028015417,包,20支,5.5,575004,浙江省烟草公司绍兴分公司,是
100000099,贵烟(北纬27度),10000,国产香烟,6901028095952,包,20支,20.5,575004,浙江省烟草公司绍兴分公司,是
100000101,软蓝大红鹰,10000,国产香烟,6901028120272,包,20支?,11,575004,浙江省烟草公司绍兴分公司,是
100000102,神州利群20支,10100,滞销烟,6901028120104,包,20支,31,575004,浙江省烟草公司绍兴分公司,是
100000103,雄狮(新),10000,国产香烟,6901028117548,包,20支,5,575004,浙江省烟草公司绍兴分公司,是
100000104,黄山(1993),10000,国产香烟,6901028225939,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000105,红三环(硬黄),10000,国产香烟,6901028128155,包,20支,2.5,575004,浙江省烟草公司绍兴分公司,是
100000108,黄鹤楼（软论道）,10000,国产香烟,6901028185394,包,20支,46.5,575004,浙江省烟草公司绍兴分公司,是
100000111,兰州(硬珍品)香烟20支,10100,滞销烟,6901028065498,包,20支,18,575004,浙江省烟草公司绍兴分公司,是
100000112,红双喜(龙凤进口)香烟20支,10000,国产香烟,4891132016603,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000114,真龙(天翔)香烟20支,10100,滞销烟,6901028013697,包,20支,8.5,575004,浙江省烟草公司绍兴分公司,是
100000116,红金龙(硬喜)香烟20支,10000,国产香烟,6901028184786,包,20支,2.5,575004,浙江省烟草公司绍兴分公司,是
100000120,双喜（软国际）,10000,国产香烟,6901028001465,包,20支,6.5,575004,浙江省烟草公司绍兴分公司,是
100000126,小熊猫(软红世纪风),10000,国产香烟,6901028337199,包,20支,9,575004,浙江省烟草公司绍兴分公司,是
100000128,芙蓉(软红),10000,国产香烟,6901028199414,包,20支,2,575004,浙江省烟草公司绍兴分公司,是
100000132,娇子(时代阳光)香烟20支,10100,滞销烟,6901028025638,包,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000135,双喜（硬经典醇香）,10000,国产香烟,6901028000642,包,20支,11,575004,浙江省烟草公司绍兴分公司,是
100000136,黄鹤楼(硬金砂)香烟20支,10100,滞销烟,6901028180559,包,20支,16,575004,浙江省烟草公司绍兴分公司,是
100000138,南京(五星),10000,国产香烟,6901028111126,包,20支,20.5,575004,浙江省烟草公司绍兴分公司,是
100000143,红河运20支,10000,国产香烟,6901028055949,盒,20支,8.5,575004,浙江省烟草公司绍兴分公司,是
100000153,中南海香烟20支,10100,滞销烟,6901028071468,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000154,金圣(祥合),10000,国产香烟,6901028134842,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000155,黄鹤楼(软红)20支,10000,国产香烟,6901028179331,包,20支,25,575004,浙江省烟草公司绍兴分公司,是
100000156,泰山望岳,10100,滞销烟,6901028150361,包,20支,19,575004,浙江省烟草公司绍兴分公司,是
100000157,中华(5000),10000,国产香烟,6901028076968,包,20支,53,575004,浙江省烟草公司绍兴分公司,是
100000160,红旗渠(银河之光),10100,滞销烟,6901028164542,包,20支,5.5,575004,浙江省烟草公司绍兴分公司,是
100000165,双喜(软经典)香烟20支,10000,国产香烟,6901028000826,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000171,金许昌(软红),10000,国产香烟,6901028163828,包,20支,3,575004,浙江省烟草公司绍兴分公司,是
100000172,长白山(红)香烟20支,10000,国产香烟,6901028100359,包,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000173,玉溪(软尚善),10000,国产香烟,6901028315180,包,20支,28,575004,浙江省烟草公司绍兴分公司,是
100000174,七匹狼(红)香烟20支,10100,滞销烟,6901028137508,盒,20支,15,575004,浙江省烟草公司绍兴分公司,是
100000176,黄鹤楼(软金沙),10100,滞销烟,6901028184120,包,20支,16,575004,浙江省烟草公司绍兴分公司,是
100000177,黄山(中国风)香烟20支,10100,滞销烟,6901028225601,包,20支,8.5,575004,浙江省烟草公司绍兴分公司,是
100000179,黄山（新概念）,10000,国产香烟,6901028124027,包,20支,32,575004,浙江省烟草公司绍兴分公司,是
100000180,黄果树（典藏）20支,10000,国产香烟,,包,20支,7,575004,浙江省烟草公司绍兴分公司,是
100000188,天子（软黄）,10000,国产香烟,6901028026185,包,20支,46,575004,浙江省烟草公司绍兴分公司,是
100000189,黄果树（长征）,10000,国产香烟,6901028095884,包,20支,5.5,575004,浙江省烟草公司绍兴分公司,是
100000190,龙凤呈祥20支,10000,国产香烟,6901028026482,包,20支,5.5,575004,浙江省烟草公司绍兴分公司,是
100000192,帝豪(硬金煌),10000,国产香烟,6901028170765,包,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000194,小熊猫(清和风),10000,国产香烟,6901028337755,包,20支,7,575004,浙江省烟草公司绍兴分公司,是
100000195,红塔山（软经典100）,10000,国产香烟,6901028315999,包,20支,11,575004,浙江省烟草公司绍兴分公司,是
100000196,双喜(硬经典1906)香烟20支,10100,滞销烟,6901028001618,包,20支,17,575004,浙江省烟草公司绍兴分公司,是
100000197,万宝路(硬白),10001,进口香烟,6901028195669,包,20支,14.5,575004,浙江省烟草公司绍兴分公司,是
100000198,云烟(软紫)20支,10100,滞销烟,6901028311151,包,20支,10.5,575004,浙江省烟草公司绍兴分公司,是
100000199,七匹狼(白)香烟20支,10100,滞销烟,6901028137287,盒,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000200,建牌（炫银）,10001,进口香烟,5000219021518,包,20支,15,575004,浙江省烟草公司绍兴分公司,是
100000201,云烟（WIN）,10000,国产香烟,6901028310918,包,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000202,红金龙(硬祥龙)香烟20支,10100,滞销烟,6901028179546,包,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000203,芙蓉王蔚蓝星空,10100,滞销烟,6901028194594,包,20支,48,575004,浙江省烟草公司绍兴分公司,是
100000205,兰州（硬黄）,10000,国产香烟,6901028065399,包,20支,3.5,575004,浙江省烟草公司绍兴分公司,是
100000206,长白山(软红)香烟20支,10000,国产香烟,6901028100663,包,20支,10.5,575004,浙江省烟草公司绍兴分公司,是
100000207,娇子(红)20支,10000,国产香烟,6901028024303,包,20支,15.5,575004,浙江省烟草公司绍兴分公司,是
100000235,黄鹤楼(硬漫天游)香烟20支,10100,滞销烟,6901028219945,包,20支,85,575004,浙江省烟草公司绍兴分公司,是
100000236,金圣(软)香烟20支,10000,国产香烟,6901028133234,盒,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000237,黄山（锦绣）,10000,国产香烟,6901028225809,包,20支,15.5,575004,浙江省烟草公司绍兴分公司,是
100000238,七匹狼（豪运）,10100,滞销烟,6901028141437,包,20支?,10,575004,浙江省烟草公司绍兴分公司,是
100000239,泰山(宏图)香烟20支,10100,滞销烟,6901028157209,包,20支,11,575004,浙江省烟草公司绍兴分公司,是
100000242,白沙(尚品蓝),10100,滞销烟,6901028196406,包,20支,16,575004,浙江省烟草公司绍兴分公司,是
100000243,金圣(吉品)香烟20支,10000,国产香烟,6901028133906,包,20支,25,575004,浙江省烟草公司绍兴分公司,是
100000245,七匹狼(尚品)香烟20支,10100,滞销烟,6901028141161,盒,20支,31,575004,浙江省烟草公司绍兴分公司,是
100000246,中南海(软精品)香烟20支,10000,国产香烟,6901028072540,盒,20支,25,575004,浙江省烟草公司绍兴分公司,是
100000247,黄金叶(软大金圆)20支,10100,滞销烟,6901028163668,包,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000250,玉溪(软和谐),10000,国产香烟,6901028316682,包,20支?,41,575004,浙江省烟草公司绍兴分公司,是
100000251,龙凤呈祥（喜庆珍品）,10000,国产香烟,6901028027557,包,20支,20,575004,浙江省烟草公司绍兴分公司,是
100000255,中南海3mg香烟20支,10000,国产香烟,6901028071673,包,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000256,云烟(红印象)20支,10000,国产香烟,6901028310857,包,20支,42,575004,浙江省烟草公司绍兴分公司,是
100000258,玉溪(软境界)20支,10000,国产香烟,6901028316002,包,20支,100,575004,浙江省烟草公司绍兴分公司,是
100000259,红塔山(硬经典)20支,10000,国产香烟,6901028315555,包,20支,48,575004,浙江省烟草公司绍兴分公司,是
100000262,苏烟(五星红杉树)20支,10100,滞销烟,6901028062008,包,20支,23,575004,浙江省烟草公司绍兴分公司,是
100000263,芙蓉(黄后)20支,10000,国产香烟,69010281999445,包,20支,4,575004,浙江省烟草公司绍兴分公司,是
100000264,黄鹤楼硬珍品20支,10000,国产香烟,6901028179317,包,20支?,37,575004,浙江省烟草公司绍兴分公司,是
100000265,长白山(天韵)香烟20支,10000,国产香烟,6901028100038,盒,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000266,利群软老版20支,10100,滞销烟,6901028120487,盒,20支,16,575004,浙江省烟草公司绍兴分公司,是
100000267,长城75(迷你香草)香烟10支,10100,滞销烟,6901028035637,盒,10支,21,575004,浙江省烟草公司绍兴分公司,是
100000268,利群逍遥20支,10000,国产香烟,6901028117098,包,20支,80,575004,浙江省烟草公司绍兴分公司,是
100000269,娇子(锦绣)香烟20支,10000,国产香烟,6901028025096,包,20支,32,575004,浙江省烟草公司绍兴分公司,是
100000270,红双喜(硬晶派)香烟20支,10100,滞销烟,6901028073554,盒,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000271,苏烟(金砂2)20支,10000,国产香烟,6901028308199,盒,20支,81.5,575004,浙江省烟草公司绍兴分公司,是
100000272,芙蓉王(钻石)香烟20支,10000,国产香烟,6901028194983,盒,20支,100,575004,浙江省烟草公司绍兴分公司,是
100000273,双喜(盛世)20支,10000,国产香烟,6901028001809,盒,20支,21,575004,浙江省烟草公司绍兴分公司,是
100000274,芙蓉王软金20支,10000,国产香烟,6901028101813,盒,20支,43,575004,浙江省烟草公司绍兴分公司,是
100000275,金圣84软盒(软红)20支,10000,国产香烟,6901028133470,盒,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000276,七匹狼(蓝)香烟20支,10100,滞销烟,6901028141130,盒,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000277,云烟小熊猫20支,10000,国产香烟,6901028311366,盒,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000278,云烟(软礼印象)香烟20支,10000,国产香烟,6901028310826,盒,20支,80,575004,浙江省烟草公司绍兴分公司,是
100000279,娇子软黄天子20支,10000,国产香烟,6901028030199,盒,20支,46,575004,浙江省烟草公司绍兴分公司,是
100000280,黄山软一品20支,10100,滞销烟,6901028225649,盒,20支,6.5,575004,浙江省烟草公司绍兴分公司,是
100000281,利群(休闲)香烟20支,10000,国产香烟,6901028207812,包,20支,82,575004,浙江省烟草公司绍兴分公司,是
100000282,七匹狼(通福)香烟20支,10100,滞销烟,6901028138314,盒,20支,21,575004,浙江省烟草公司绍兴分公司,是
100000283,贵烟(流金岁月)20支,10000,国产香烟,6901028102247,盒,20支,25.5,575004,浙江省烟草公司绍兴分公司,是
100000284,七匹狼通泰20支,10100,滞销烟,6901028141635,盒,20支,19,575004,浙江省烟草公司绍兴分公司,是
100000286,黄金叶(金满堂)香烟20支,10000,国产香烟,6901028169677,包,20支,10.5,575004,浙江省烟草公司绍兴分公司,是
100000288,黄鹤楼(软漫天游)香烟20支,10100,滞销烟,6901028185349,包,20支,85,575004,浙江省烟草公司绍兴分公司,是
100000289,黄金叶(帝豪硬金黄)香烟20支,10000,国产香烟,6901028169639,盒,20支,10.5,575004,浙江省烟草公司绍兴分公司,是
100000291,娇子(硬龙凤珍品)香烟20支,10100,滞销烟,6901028030700,盒,20支,21,575004,浙江省烟草公司绍兴分公司,是
100000293,七匹狼(通运)香烟20支,10100,滞销烟,6901028141666,盒,20支,23,575004,浙江省烟草公司绍兴分公司,是
100000294,长白山(揽胜)香烟20支,10000,国产香烟,6901028100137,盒,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000295,七匹狼(通仙)香烟20支,10100,滞销烟,6901028141604,盒,20支,60,575004,浙江省烟草公司绍兴分公司,是
100000296,红塔山硬国际20支,10000,国产香烟,6901028316354,盒,20支,11,575004,浙江省烟草公司绍兴分公司,是
100000297,南京(九五)香烟20支,10100,滞销烟,6901028112772,盒,20支,100,575004,浙江省烟草公司绍兴分公司,是
100000298,金圣(硬时代祥和)20支,10000,国产香烟,6901028134965,包,20支,11,575004,浙江省烟草公司绍兴分公司,是
100000300,红旗渠世纪之光20支,10000,国产香烟,6901028161138,盒,20支,4,571001,浙江省烟草公司杭州分公司,是
100000301,双喜(硬逸品)香烟20支,10000,国产香烟,6901028001663,包,20支,50,575004,浙江省烟草公司绍兴分公司,是
100000304,七匹狼软红20支,10000,国产香烟,6901028137683,盒,20支,15.5,575004,浙江省烟草公司绍兴分公司,是
100000308,黄山大壹品香烟20支,10100,滞销烟,6901028223263,盒,20支,11,575004,浙江省烟草公司绍兴分公司,是
100000311,娇子(硬龙凤世纪朝)香烟20支,10000,国产香烟,6901028030946,盒,20支,6.5,575004,浙江省烟草公司绍兴分公司,是
100000312,红双喜(硬百年龙凤)20支,10000,国产香烟,4891132018829,盒,20支,25,575004,浙江省烟草公司绍兴分公司,是
100000313,利群(长嘴8mg)香烟20支,10100,滞销烟,6901028119863,盒,20支,21,575004,浙江省烟草公司绍兴分公司,是
100000314,利群(软5mg)香烟20支,10100,滞销烟,6901028344678,盒,20支,62,575004,浙江省烟草公司绍兴分公司,是
100000318,七匹狼(纯雅)香烟20支,10100,滞销烟,6901028142151,盒,20支,16,575004,浙江省烟草公司绍兴分公司,是
100000324,黄金叶(黄金眼)香烟20支,10000,国产香烟,6901028163613,盒,20支,14,575004,浙江省烟草公司绍兴分公司,是
100000325,红塔山(硬经典150)20支,10000,国产香烟,6901028316392,盒,20支,16,575004,浙江省烟草公司绍兴分公司,是
100000326,红河(小熊猫清和风)20支,10000,国产香烟,6901028311427,盒,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000327,贵州(喜格)香烟20支,10000,国产香烟,6901028102445,盒,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000328,南京(绿)20支,10000,国产香烟,6901028300018,盒,20支,5,575004,浙江省烟草公司绍兴分公司,是
100000329,黄果树(长征1935)20支,10000,国产香烟,6901028102292,盒,20支,7.5,575004,浙江省烟草公司绍兴分公司,是
100000331,双喜(硬吉祥好日子)20支,10000,国产香烟,6901028942843,盒,20支,7,575004,浙江省烟草公司绍兴分公司,是
100000332,泰山(神秀)香烟20支,10000,国产香烟,6901028157070,盒,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000333,云烟(软印象)20支,10000,国产香烟,6901028310765,包,20支,80,575004,浙江省烟草公司绍兴分公司,是
100000334,黄鹤楼(软1916)20支,10000,国产香烟,6901028179058,盒,20支,90,575004,浙江省烟草公司绍兴分公司,是
100000335,白沙(和天下)香烟20支,10000,国产香烟,6901028196925,盒,20支,100,575004,浙江省烟草公司绍兴分公司,是
100000336,七匹狼(鸿运)香烟20支,10100,滞销烟,6901028142212,盒,20支,16,575004,浙江省烟草公司绍兴分公司,是
100000337,芙蓉王(软黄)香烟20支,10100,滞销烟,6901028069755,盒,20支,32,575004,浙江省烟草公司绍兴分公司,是
100000339,娇子(硬阳光100)香烟20支,10000,国产香烟,6901028032322,包,20支,10.5,575004,浙江省烟草公司绍兴分公司,是
100000342,黄鹤楼(硬1916)香烟20支,10000,国产香烟,6901028184243,盒,20支,100,575004,浙江省烟草公司绍兴分公司,是
100000345,真龙(珍品)20支,10000,国产香烟,6901028013062,盒,20支,10,575004,浙江省烟草公司绍兴分公司,是
100000346,南京金陵十二钗薄荷香烟20支,10000,国产香烟,6901028062343,盒,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000348,钻石(硬红120)香烟20支,10100,滞销烟,6901028080651,盒,20支,45,575004,浙江省烟草公司绍兴分公司,是
100000351,冬虫夏草香烟20支,10000,国产香烟,6901028086974,盒,20支,100,575004,浙江省烟草公司绍兴分公司,是
100000352,黄金叶小天叶20支,10000,国产香烟,6901028172707,盒,20支,82,575004,浙江省烟草公司绍兴分公司,是
100000353,红河(软甲)香烟20支,10100,滞销烟,6901028055024,盒,20支,5.5,575004,浙江省烟草公司绍兴分公司,是
100000354,双喜(典藏逸品)香烟20支,10000,国产香烟,6901028001588,盒,20支,100,575004,浙江省烟草公司绍兴分公司,是
100000355,长白山(人参)香烟20支,10100,滞销烟,6901028100373,盒,20支,15,575004,浙江省烟草公司绍兴分公司,是
100000359,黄鹤楼(硬红)香烟20支,10000,国产香烟,6901028185905,盒,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000360,黄鹤楼(软雅韵)香烟20支,10100,滞销烟,6901028188227,盒,20支,26,575004,浙江省烟草公司绍兴分公司,是
100000361,苏烟(软新星)20支,10000,国产香烟,6901028111911,盒,20支,65,575004,浙江省烟草公司绍兴分公司,是
100000362,七匹狼(鸿福)香烟20支,10100,滞销烟,6901028142564,盒,20支,10.5,575004,浙江省烟草公司绍兴分公司,是
100000363,黄鹤楼(硬为了谁)20支,10000,国产香烟,6901028182218,盒,20支,80,575004,浙江省烟草公司绍兴分公司,是
100000364,南京金陵十二钗20支,10000,国产香烟,6901028062381,盒,20支,35,575004,浙江省烟草公司绍兴分公司,是
100000365,南京(十二钗)香烟20支,10100,滞销烟,6901028062312,盒,20支,28,575004,浙江省烟草公司绍兴分公司,是
100000366,黄山(红方印)香烟20支,10100,滞销烟,6901028131636,盒,20支,22,575004,浙江省烟草公司绍兴分公司,是
100000367,贵烟(好彩)香烟20支,10100,滞销烟,6901028102964,盒,20支,14,575004,浙江省烟草公司绍兴分公司,是
100000369,泰山(青秀)香烟20支,10000,国产香烟,6901028159562,盒,20支,14,575004,浙江省烟草公司绍兴分公司,是
100000370,云烟(软大重九)香烟20支,10100,滞销烟,6901028051996,盒,20支,98,575004,浙江省烟草公司绍兴分公司,是
100000371,黄金叶(软福满堂)香烟20支,10000,国产香烟,6901028170062,盒,20支,15.5,575004,浙江省烟草公司绍兴分公司,是
100000372,黄鹤楼(硬大彩)香烟20支,10000,国产香烟,6901028182652,盒,20支,26.5,575004,浙江省烟草公司绍兴分公司,是
100000373,黄山(中国松)香烟20支,10100,滞销烟,6901028223959,盒,20支,11,575004,浙江省烟草公司绍兴分公司,是
100000374,黄山(大红方印)香烟20支,10100,滞销烟,6901028131612,盒,20支,32,575004,浙江省烟草公司绍兴分公司,是
